Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,27,Alan Jones,JON,Williams Ford,72,1:52:06.892,9
2,12,Gilles Villeneuve,VIL,Ferrari,72,+1.080s,6
3,28,Clay Regazzoni,REG,Williams Ford,72,+73.656s,4
4,11,Jody Scheckter,SCH,Ferrari,71,+1 lap,3
5,3,Didier Pironi,PIR,Tyrrell Ford,71,+1 lap,2
6,7,John Watson,WAT,McLaren Ford,70,+2 laps,1
7,5,Ricardo Zunino,ZUN,Brabham Ford,68,+4 laps,0
8,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,67,+5 laps,0
9,17,Jan Lammers,LAM,Shadow Ford,67,+5 laps,0
10,1,Mario Andretti,AND,Lotus Ford,66,DNF,0
NC,6,Nelson Piquet,PIQ,Brabham Ford,61,DNF,0
NC,36,Vittorio Brambilla,BRA,Alfa Romeo,52,DNF,0
NC,25,Jacky Ickx,ICK,Ligier Ford,47,DNF,0
NC,4,Jean-Pierre Jarier,JAR,Tyrrell Ford,33,DNF,0
NC,33,Derek Daly,DAL,Tyrrell Ford,28,DNF,0
NC,31,Hector Rebaque,REB,Rebaque Ford,26,DNF,0
NC,18,Elio de Angelis,DEA,Shadow Ford,24,DNF,0
NC,15,Jean-Pierre Jabouille,JAB,Renault,24,DNF,0
NC,2,Carlos Reutemann,REU,Lotus Ford,23,DNF,0
NC,29,Riccardo Patrese,PAT,Arrows Ford,20,DNF,0
NC,8,Patrick Tambay,TAM,McLaren Ford,19,DNF,0
NC,16,Rene Arnoux,ARN,Renault,14,DNF,0
NC,9,Hans-Joachim Stuck,STU,ATS Ford,14,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Ford,10,DNF,0
