Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Gerhard Berger,BER,McLaren Honda,69,1:37:08.299,10
2,19,Michael Schumacher,MSC,Benetton Ford,69,+12.401s,6
3,27,Jean Alesi,ALE,Ferrari,69,+67.327s,4
4,16,Karl Wendlinger,WEN,March Ilmor,68,+1 lap,3
5,4,Andrea de Cesaris,DEC,Tyrrell Ilmor,68,+1 lap,2
6,26,Erik Comas,COM,Ligier Renault,68,+1 lap,1
7,9,Michele Alboreto,ALB,Footwork Mugen Honda,68,+1 lap,0
8,22,Pierluigi Martini,MAR,Dallara Ferrari,68,+1 lap,0
9,21,Jyrki Jarvilehto,JAR,Dallara Ferrari,68,+1 lap,0
10,25,Thierry Boutsen,BOU,Ligier Renault,67,+2 laps,0
11,24,Gianni Morbidelli,MOR,Minardi Lamborghini,67,+2 laps,0
12,3,Olivier Grouillard,GRO,Tyrrell Ilmor,67,+2 laps,0
13,23,Christian Fittipaldi,FIT,Minardi Lamborghini,65,+4 laps,0
14,17,Paul Belmondo,BEL,March Ilmor,64,+5 laps,0
NC,30,Ukyo Katayama,KAT,Venturi Lamborghini,61,DNF,0
NC,20,Martin Brundle,BRU,Benetton Ford,45,DNF,0
NC,6,Riccardo Patrese,PAT,Williams Renault,43,DNF,0
NC,1,Ayrton Senna,SEN,McLaren Honda,37,DNF,0
NC,32,Stefano Modena,MOD,Jordan Yamaha,36,DNF,0
NC,11,Mika Hakkinen,HAK,Lotus Ford,35,DNF,0
NC,12,Johnny Herbert,HER,Lotus Ford,34,DNF,0
NC,28,Ivan Capelli,CAP,Ferrari,18,DNF,0
NC,5,Nigel Mansell,MAN,Williams Renault,14,DNF,0
NC,33,Mauricio Gugelmin,GUG,Jordan Yamaha,14,DNF,0
NC,29,Bertrand Gachot,GAC,Venturi Lamborghini,14,DNF,0
