Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Michael Schumacher,MSC,Ferrari,71,1:31:35.271,10
2,11,Giancarlo Fisichella,FIS,Benetton Playlife,71,+39.898s,6
3,5,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,71,+42.268s,4
4,6,Jarno Trulli,TRU,Jordan Mugen Honda,71,+72.780s,3
5,9,Ralf Schumacher,RSC,Williams BMW,70,+1 lap,2
6,10,Jenson Button,BUT,Williams BMW,70,+1 lap,1
7,19,Jos Verstappen,VER,Arrows Supertec,70,+1 lap,0
8,18,Pedro de la Rosa,DLR,Arrows Supertec,70,+1 lap,0
9,23,Ricardo Zonta,ZON,BAR Honda,69,+2 laps,0
10,21,Gaston Mazzacane,MAZ,Minardi Fondmetal,69,+2 laps,0
NC,8,Johnny Herbert,HER,Jaguar Cosworth,51,DNF,0
NC,20,Marc Gene,GEN,Minardi Fondmetal,31,DNF,0
NC,1,Mika Hakkinen,HAK,McLaren Mercedes,30,DNF,0
NC,4,Rubens Barrichello,BAR,Ferrari,27,DNF,0
NC,7,Eddie Irvine,IRV,Jaguar Cosworth,20,DNF,0
NC,22,Jacques Villeneuve,VIL,BAR Honda,16,DNF,0
NC,14,Jean Alesi,ALE,Prost Peugeot,11,DNF,0
NC,15,Nick Heidfeld,HEI,Prost Peugeot,9,DNF,0
NC,12,Alexander Wurz,WUR,Benetton Playlife,6,DNF,0
