Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,27,Jean Alesi,ALE,Ferrari,69,1:46:31.333,10
2,14,Rubens Barrichello,BAR,Jordan Peugeot,69,+31.687s,6
3,15,Eddie Irvine,IRV,Jordan Peugeot,69,+33.270s,4
4,26,Olivier Panis,PAN,Ligier Mugen Honda,69,+36.506s,3
5,1,Michael Schumacher,MSC,Benetton Renault,69,+37.060s,2
6,9,Gianni Morbidelli,MOR,Footwork Hart,68,+1 lap,1
7,24,Luca Badoer,BAD,Minardi Ford,68,+1 lap,0
8,4,Mika Salo,SAL,Tyrrell Yamaha,68,+1 lap,0
9,10,Taki Inoue,INO,Footwork Hart,67,+2 laps,0
NC,25,Martin Brundle,BRU,Ligier Mugen Honda,61,DNF,0
NC,28,Gerhard Berger,BER,Ferrari,61,DNF,0
NC,23,Pierluigi Martini,MAR,Minardi Ford,60,DNF,0
NC,22,Roberto Moreno,MOR,Forti Ford,54,DNF,0
NC,5,Damon Hill,HIL,Williams Renault,50,DNF,0
NC,7,Mark Blundell,BLU,McLaren Mercedes,47,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,42,DNF,0
NC,16,Bertrand Gachot,GAC,Pacific Ilmor,36,DNF,0
NC,30,Heinz-Harald Frentzen,FRE,Sauber Ford,26,DNF,0
NC,21,Pedro Diniz,DIN,Forti Ford,26,DNF,0
NC,29,Jean-Christophe Boullion,BOU,Sauber Ford,19,DNF,0
NC,17,Andrea Montermini,MON,Pacific Ilmor,5,DNF,0
NC,6,David Coulthard,COU,Williams Renault,1,DNF,0
NC,2,Johnny Herbert,HER,Benetton Renault,0,DNF,0
NC,8,Mika Hakkinen,HAK,McLaren Mercedes,0,DNF,0
