Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Damon Hill,HIL,Williams Renault,69,1:36:03.465,10
2,6,Jacques Villeneuve,VIL,Williams Renault,69,+4.183s,6
3,3,Jean Alesi,ALE,Benetton Renault,69,+54.656s,4
4,8,David Coulthard,COU,McLaren Mercedes,69,+63.673s,3
5,7,Mika Hakkinen,HAK,McLaren Mercedes,68,+1 lap,2
6,12,Martin Brundle,BRU,Jordan Peugeot,68,+1 lap,1
7,14,Johnny Herbert,HER,Sauber Ford,68,+1 lap,0
8,21,Giancarlo Fisichella,FIS,Minardi Ford,67,+2 laps,0
NC,20,Pedro Lamy,LAM,Minardi Ford,44,DNF,0
NC,22,Luca Badoer,BAD,Forti Ford,44,DNF,0
NC,4,Gerhard Berger,BER,Benetton Renault,42,DNF,0
NC,1,Michael Schumacher,MSC,Ferrari,41,DNF,0
NC,9,Olivier Panis,PAN,Ligier Mugen Honda,39,DNF,0
NC,19,Mika Salo,SAL,Tyrrell Yamaha,39,DNF,0
NC,10,Pedro Diniz,DIN,Ligier Mugen Honda,38,DNF,0
NC,11,Rubens Barrichello,BAR,Jordan Peugeot,22,DNF,0
NC,23,Andrea Montermini,MON,Forti Ford,22,DNF,0
NC,15,Heinz-Harald Frentzen,FRE,Sauber Ford,19,DNF,0
NC,17,Jos Verstappen,VER,Footwork Hart,10,DNF,0
NC,16,Ricardo Rosset,ROS,Footwork Hart,6,DNF,0
NC,18,Ukyo Katayama,KAT,Tyrrell Yamaha,6,DNF,0
NC,2,Eddie Irvine,IRV,Ferrari,1,DNF,0
