Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Damon Hill,HIL,Williams Renault,71,1:49:52.976,10
2,3,Jean Alesi,ALE,Benetton Renault,71,+17.982s,6
3,1,Michael Schumacher,MSC,Ferrari,70,+1 lap,4
4,7,Mika Hakkinen,HAK,McLaren Mercedes,70,+1 lap,3
5,19,Mika Salo,SAL,Tyrrell Yamaha,70,+1 lap,2
6,9,Olivier Panis,PAN,Ligier Mugen Honda,70,+1 lap,1
7,2,Eddie Irvine,IRV,Ferrari,70,+1 lap,0
8,10,Pedro Diniz,DIN,Ligier Mugen Honda,69,+2 laps,0
9,18,Ukyo Katayama,KAT,Tyrrell Yamaha,69,+2 laps,0
10,20,Pedro Lamy,LAM,Minardi Ford,68,+3 laps,0
11,22,Luca Badoer,BAD,Forti Ford,67,+4 laps,0
12,12,Martin Brundle,BRU,Jordan Peugeot,64,DNF,0
NC,11,Rubens Barrichello,BAR,Jordan Peugeot,59,DNF,0
NC,15,Heinz-Harald Frentzen,FRE,Sauber Ford,36,DNF,0
NC,8,David Coulthard,COU,McLaren Mercedes,29,DNF,0
NC,14,Johnny Herbert,HER,Sauber Ford,28,DNF,0
NC,6,Jacques Villeneuve,VIL,Williams Renault,26,DNF,0
NC,4,Gerhard Berger,BER,Benetton Renault,26,DNF,0
NC,23,Andrea Montermini,MON,Forti Ford,26,DNF,0
NC,16,Ricardo Rosset,ROS,Footwork Hart,24,DNF,0
NC,17,Jos Verstappen,VER,Footwork Hart,19,DNF,0
NC,21,Tarso Marques,MAR,Minardi Ford,0,DNF,0
