Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,12,Gilles Villeneuve,VIL,Ferrari,70,1:57:49.196,9
2,20,Jody Scheckter,SCH,Wolf Ford,70,+13.370s,6
3,11,Carlos Reutemann,REU,Ferrari,70,+19.410s,4
4,35,Riccardo Patrese,PAT,Arrows Ford,70,+24.670s,3
5,4,Patrick Depailler,DEP,Tyrrell Ford,70,+28.560s,2
6,22,Derek Daly,DAL,Ensign Ford,70,+54.480s,1
7,3,Didier Pironi,PIR,Tyrrell Ford,70,+81.250s,0
8,8,Patrick Tambay,TAM,McLaren Ford,70,+86.560s,0
9,27,Alan Jones,JON,Williams Ford,70,+88.940s,0
10,5,Mario Andretti,AND,Lotus Ford,69,+1 lap,0
11,66,Nelson Piquet,PIQ,Brabham Alfa Romeo,69,+1 lap,0
12,15,Jean-Pierre Jabouille,JAB,Renault,65,+5 laps,0
NC,32,Keke Rosberg,ROS,ATS Ford,58,+12 laps,0
NC,26,Jacques Laffite,LAF,Ligier Matra,52,DNF,0
NC,7,James Hunt,HUN,McLaren Ford,51,DNF,0
NC,55,Jean-Pierre Jarier,JAR,Lotus Ford,49,DNF,0
NC,18,Rene Arnoux,ARN,Surtees Ford,37,DNF,0
NC,21,Bobby Rahal,RAH,Wolf Ford,16,DNF,0
NC,2,John Watson,WAT,Brabham Alfa Romeo,8,DNF,0
NC,1,Niki Lauda,LAU,Brabham Alfa Romeo,5,DNF,0
NC,16,Hans-Joachim Stuck,STU,Shadow Ford,1,DNF,0
NC,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,0,DNF,0
