Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,8,Mika Hakkinen,HAK,McLaren Mercedes,1:17.092,8
2,7,David Coulthard,COU,McLaren Mercedes,1:17.757,9
3,2,Heinz-Harald Frentzen,FRE,Williams Mecachrome,1:18.109,12
4,3,Michael Schumacher,MSC,Ferrari,1:18.250,12
5,6,Alexander Wurz,WUR,Benetton Playlife,1:18.261,12
6,4,Eddie Irvine,IRV,Ferrari,1:18.449,12
7,5,Giancarlo Fisichella,FIS,Benetton Playlife,1:18.652,9
8,10,Ralf Schumacher,RSC,Jordan Mugen Honda,1:18.735,12
9,11,Olivier Panis,PAN,Prost Peugeot,1:18.753,12
10,1,Jacques Villeneuve,VIL,Williams Mecachrome,1:18.761,11
11,9,Damon Hill,HIL,Jordan Mugen Honda,1:18.988,12
12,12,Jarno Trulli,TRU,Prost Peugeot,1:19.069,12
13,18,Rubens Barrichello,BAR,Stewart Ford,1:19.344,12
14,15,Johnny Herbert,HER,Sauber Petronas,1:19.375,12
15,14,Jean Alesi,ALE,Sauber Petronas,1:19.449,12
16,19,Jan Magnussen,MAG,Stewart Ford,1:19.644,12
17,21,Toranosuke Takagi,TAK,Tyrrell Ford,1:20.203,11
18,22,Shinji Nakano,NAK,Minardi Ford,1:20.390,12
19,23,Esteban Tuero,TUE,Minardi Ford,1:20.459,11
20,17,Mika Salo,SAL,Arrows,1:20.481,12
21,20,Ricardo Rosset,ROS,Tyrrell Ford,1:20.748,11
22,16,Pedro Diniz,DIN,Arrows,1:20.847,12
