Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,3,Jacques Villeneuve,VIL,Williams Renault,1:36.071,10
2,5,Michael Schumacher,MSC,Ferrari,1:36.133,6
3,6,Eddie Irvine,IRV,Ferrari,1:36.466,10
4,9,Mika Hakkinen,HAK,McLaren Mercedes,1:36.469,10
5,8,Gerhard Berger,BER,Benetton Renault,1:36.561,11
6,4,Heinz-Harald Frentzen,FRE,Williams Renault,1:36.628,12
7,7,Jean Alesi,ALE,Benetton Renault,1:36.682,6
8,16,Johnny Herbert,HER,Sauber Petronas,1:36.906,11
9,12,Giancarlo Fisichella,FIS,Jordan Peugeot,1:36.917,11
10,14,Olivier Panis,PAN,Prost Mugen Honda,1:37.073,10
11,10,David Coulthard,COU,McLaren Mercedes,1:37.095,11
12,22,Rubens Barrichello,BAR,Stewart Ford,1:37.343,11
13,11,Ralf Schumacher,RSC,Jordan Peugeot,1:37.443,11
14,23,Jan Magnussen,MAG,Stewart Ford,1:37.480,10
15,15,Shinji Nakano,NAK,Prost Mugen Honda,1:37.588,10
16,2,Pedro Diniz,DIN,Arrows Yamaha,1:37.853,10
17,1,Damon Hill,HIL,Arrows Yamaha,1:38.022,12
18,17,Gianni Morbidelli,MOR,Sauber Petronas,1:38.556,10
19,20,Ukyo Katayama,KAT,Minardi Hart,1:38.983,12
20,21,Tarso Marques,MAR,Minardi Hart,1:39.678,11
21,18,Jos Verstappen,VER,Tyrrell Ford,1:40.259,11
22,19,Mika Salo,SAL,Tyrrell Ford,1:40.529,9
