Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Ralf Schumacher,RSC,Williams BMW,62,1:30:44.817,10
2,4,David Coulthard,COU,McLaren Mercedes,62,+4.352s,6
3,2,Rubens Barrichello,BAR,Ferrari,62,+34.766s,4
4,3,Mika Hakkinen,HAK,McLaren Mercedes,62,+36.315s,3
5,12,Jarno Trulli,TRU,Jordan Honda,62,+85.558s,2
6,11,Heinz-Harald Frentzen,FRE,Jordan Honda,61,+1 lap,1
7,16,Nick Heidfeld,HEI,Sauber Petronas,61,+1 lap,0
8,9,Olivier Panis,PAN,BAR Honda,61,+1 lap,0
9,22,Jean Alesi,ALE,Prost Acer,61,+1 lap,0
10,15,Enrique Bernoldi,BER,Arrows Asiatech,60,+2 laps,0
11,19,Luciano Burti,BUR,Jaguar Cosworth,60,+2 laps,0
12,8,Jenson Button,BUT,Benetton Renault,60,+2 laps,0
NC,20,Tarso Marques,MAR,Minardi European,50,DNF,0
NC,6,Juan Pablo Montoya,MOY,Williams BMW,48,DNF,0
NC,18,Eddie Irvine,IRV,Jaguar Cosworth,42,DNF,0
NC,7,Giancarlo Fisichella,FIS,Benetton Renault,31,DNF,0
NC,10,Jacques Villeneuve,VIL,BAR Honda,30,DNF,0
NC,23,Gaston Mazzacane,MAZ,Prost Acer,28,DNF,0
NC,1,Michael Schumacher,MSC,Ferrari,24,DNF,0
NC,17,Kimi Räikkönen,RAI,Sauber Petronas,17,DNF,0
NC,14,Jos Verstappen,VER,Arrows Asiatech,6,DNF,0
NC,21,Fernando Alonso,ALO,Minardi European,5,DNF,0
