Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,4,David Coulthard,COU,McLaren Mercedes,71,1:39:00.834,10
2,1,Michael Schumacher,MSC,Ferrari,71,+16.164s,6
3,16,Nick Heidfeld,HEI,Sauber Petronas,70,+1 lap,4
4,9,Olivier Panis,PAN,BAR Honda,70,+1 lap,3
5,12,Jarno Trulli,TRU,Jordan Honda,70,+1 lap,2
6,7,Giancarlo Fisichella,FIS,Benetton Renault,70,+1 lap,1
7,10,Jacques Villeneuve,VIL,BAR Honda,70,+1 lap,0
8,22,Jean Alesi,ALE,Prost Acer,70,+1 lap,0
9,20,Tarso Marques,MAR,Minardi European,68,+3 laps,0
10,8,Jenson Button,BUT,Benetton Renault,64,+7 laps,0
11,11,Heinz-Harald Frentzen,FRE,Jordan Honda,63,DNF,0
NC,17,Kimi Räikkönen,RAI,Sauber Petronas,55,DNF,0
NC,23,Gaston Mazzacane,MAZ,Prost Acer,54,DNF,0
NC,5,Ralf Schumacher,RSC,Williams BMW,54,DNF,0
NC,18,Eddie Irvine,IRV,Jaguar Cosworth,52,DNF,0
NC,6,Juan Pablo Montoya,MOY,Williams BMW,38,DNF,0
NC,14,Jos Verstappen,VER,Arrows Asiatech,37,DNF,0
NC,19,Luciano Burti,BUR,Jaguar Cosworth,30,DNF,0
NC,21,Fernando Alonso,ALO,Minardi European,25,DNF,0
NC,15,Enrique Bernoldi,BER,Arrows Asiatech,15,DNF,0
NC,2,Rubens Barrichello,BAR,Ferrari,2,DNF,0
NC,3,Mika Hakkinen,HAK,McLaren Mercedes,0,DNF,0
