Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,Jack Brabham,BRA,Cooper Climax,75,2:01:47.200,8
2,4,Innes Ireland,IRE,Lotus Climax,75,+24.000s,6
3,16,Graham Hill,HIL,BRM,75,+56.600s,4
4,7,Stirling Moss,MOS,Lotus Climax,75,+57.700s,3
5,2,Wolfgang von Trips,VON,Ferrari,74,+1 lap,2
6,3,Richie Ginther,GIN,Ferrari,74,+1 lap,1
7,10,Henry Taylor,TAY,Cooper Climax,70,+5 laps,0
8,20,Carel Godin de Beaufort,DEB,Cooper Climax,69,+6 laps,0
NC,5,Alan Stacey,STA,Lotus Climax,57,DNF,0
NC,1,Phil Hill,HIL,Ferrari,54,DNF,0
NC,14,Jo Bonnier,BON,BRM,54,DNF,0
NC,6,Jim Clark,CLA,Lotus Climax,42,DNF,0
NC,18,Maurice Trintignant,TRI,Cooper Maserati,39,DNF,0
NC,15,Dan Gurney,GUR,BRM,11,DNF,0
NC,8,Chris Bristow,BRI,Cooper Climax,9,DNF,0
NC,12,Bruce McLaren,MCL,Cooper Climax,8,DNF,0
NC,9,Tony Brooks,BRO,Cooper Climax,4,DNF,0
