Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,9,Kimi Räikkönen,RAI,McLaren Mercedes,70,1:32:09.290,10
2,1,Michael Schumacher,MSC,Ferrari,70,+1.137s,8
3,2,Rubens Barrichello,BAR,Ferrari,70,+40.483s,6
4,12,Felipe Massa,MAS,Sauber Petronas,70,+55.139s,5
5,7,Mark Webber,WEB,Williams BMW,70,+55.779s,4
6,17,Ralf Schumacher,RSC,Toyota,69,+1 lap,3
7,14,David Coulthard,COU,RBR Cosworth,69,+1 lap,2
8,15,Christian Klien,KLI,RBR Cosworth,69,+1 lap,1
9,11,Jacques Villeneuve,VIL,Sauber Petronas,69,+1 lap,0
10,18,Tiago Monteiro,MON,Jordan Toyota,67,+3 laps,0
11,21,Christijan Albers,ALB,Minardi Cosworth,67,+3 laps,0
NC,16,Jarno Trulli,TRU,Toyota,62,DNF,0
NC,3,Jenson Button,BUT,BAR Honda,46,DNF,0
NC,8,Nick Heidfeld,HEI,Williams BMW,43,DNF,0
NC,4,Takuma Sato,SAT,BAR Honda,40,DNF,0
NC,20,Patrick Friesacher,FRI,Minardi Cosworth,39,DNF,0
NC,5,Fernando Alonso,ALO,Renault,38,DNF,0
NC,6,Giancarlo Fisichella,FIS,Renault,32,DNF,0
NC,19,Narain Karthikeyan,KAR,Jordan Toyota,24,DNF,0
