Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,10,Juan Pablo Montoya,MOY,McLaren Mercedes,71,1:29:20.574,10
2,9,Kimi Räikkönen,RAI,McLaren Mercedes,71,+2.527s,8
3,5,Fernando Alonso,ALO,Renault,71,+24.840s,6
4,1,Michael Schumacher,MSC,Ferrari,71,+35.668s,5
5,6,Giancarlo Fisichella,FIS,Renault,71,+40.218s,4
6,2,Rubens Barrichello,BAR,Ferrari,71,+69.173s,3
7,3,Jenson Button,BUT,BAR Honda,70,+1 lap,2
8,17,Ralf Schumacher,RSC,Toyota,70,+1 lap,1
9,15,Christian Klien,KLI,RBR Cosworth,70,+1 lap,0
10,4,Takuma Sato,SAT,BAR Honda,70,+1 lap,0
11,12,Felipe Massa,MAS,Sauber Petronas,70,+1 lap,0
12,11,Jacques Villeneuve,VIL,Sauber Petronas,70,+1 lap,0
13,16,Jarno Trulli,TRU,Toyota,69,DNF,0
14,21,Christijan Albers,ALB,Minardi Cosworth,69,+2 laps,0
15,19,Narain Karthikeyan,KAR,Jordan Toyota,68,+3 laps,0
NC,18,Tiago Monteiro,MON,Jordan Toyota,55,DNF,0
NC,7,Mark Webber,WEB,Williams BMW,45,+26 laps,0
NC,20,Robert Doornbos,DOO,Minardi Cosworth,34,DNF,0
NC,8,Antonio Pizzonia,PIZ,Williams BMW,0,DNF,0
NC,14,David Coulthard,COU,RBR Cosworth,0,DNF,0
