Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,Alain Prost,PRO,McLaren Honda,60,1:36:06.857,9
2,28,Gerhard Berger,BER,Ferrari,60,+9.873s,6
3,1,Nelson Piquet,PIQ,Lotus Honda,60,+68.581s,4
4,17,Derek Warwick,WAR,Arrows Megatron,60,+73.348s,3
5,27,Michele Alboreto,ALB,Ferrari,60,+74.556s,2
6,2,Satoru Nakajima,NAK,Lotus Honda,59,+1 lap,1
7,20,Thierry Boutsen,BOU,Benetton Ford,59,+1 lap,0
8,18,Eddie Cheever,CHE,Arrows Megatron,59,+1 lap,0
9,26,Stefan Johansson,JOH,Ligier Judd,57,+3 laps,0
NC,22,Andrea de Cesaris,DEC,Rial Ford,53,DNF,0
NC,3,Jonathan Palmer,PAL,Tyrrell Ford,47,DNF,0
NC,24,Luis Perez-Sala,PER,Minardi Ford,46,DNF,0
NC,30,Philippe Alliot,ALL,Lola Ford,40,DNF,0
NC,31,Gabriele Tarquini,TAR,Coloni Ford,35,DNF,0
NC,14,Philippe Streiff,STR,AGS Ford,35,DNF,0
NC,29,Yannick Dalmas,DAL,Lola Ford,32,DNF,0
NC,12,Ayrton Senna,SEN,McLaren Honda,31,DNF,0
NC,25,Rene Arnoux,ARN,Ligier Judd,23,DNF,0
NC,33,Stefano Modena,MOD,Euro Brun Ford,20,DNF,0
NC,5,Nigel Mansell,MAN,Williams Judd,18,DNF,0
NC,19,Alessandro Nannini,NAN,Benetton Ford,7,DNF,0
NC,6,Riccardo Patrese,PAT,Williams Judd,6,DNF,0
NC,16,Ivan Capelli,CAP,March Judd,6,DNF,0
NC,23,Adrian Campos,CAM,Minardi Ford,5,DNF,0
