Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,4,Ralf Schumacher,RSC,Williams BMW,1:15.019,3
2,3,Juan Pablo Montoya,MOY,Williams BMW,1:15.136,3
3,1,Michael Schumacher,MSC,Ferrari,1:15.480,3
4,6,Kimi Räikkönen,RAI,McLaren Mercedes,1:15.533,3
5,5,David Coulthard,COU,McLaren Mercedes,1:15.628,3
6,7,Jarno Trulli,TRU,Renault,1:15.967,3
7,8,Fernando Alonso,ALO,Renault,1:16.087,3
8,2,Rubens Barrichello,BAR,Ferrari,1:16.166,3
9,14,Mark Webber,WEB,Jaguar Cosworth,1:16.308,3
10,20,Olivier Panis,PAN,Toyota,1:16.345,3
11,15,Antonio Pizzonia,PIZ,Jaguar Cosworth,1:16.965,3
12,16,Jacques Villeneuve,VIL,BAR Honda,1:16.990,3
13,21,Cristiano da Matta,DAM,Toyota,1:17.068,3
14,17,Jenson Button,BUT,BAR Honda,1:17.077,3
15,9,Nick Heidfeld,HEI,Sauber Petronas,1:17.445,3
16,10,Heinz-Harald Frentzen,FRE,Sauber Petronas,1:17.562,3
17,11,Giancarlo Fisichella,FIS,Jordan Ford,1:18.431,3
18,12,Ralph Firman,FIR,Jordan Ford,1:18.514,3
19,19,Jos Verstappen,VER,Minardi Cosworth,1:18.709,3
20,18,Justin Wilson,WIL,Minardi Cosworth,1:19.619,3
