Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,2,Rubens Barrichello,BAR,Ferrari,1:13.807,3
2,5,David Coulthard,COU,McLaren Mercedes,1:13.818,3
3,14,Mark Webber,WEB,Jaguar Cosworth,1:13.851,3
4,6,Kimi Räikkönen,RAI,McLaren Mercedes,1:13.866,3
5,7,Jarno Trulli,TRU,Renault,1:13.953,3
6,4,Ralf Schumacher,RSC,Williams BMW,1:14.124,3
7,1,Michael Schumacher,MSC,Ferrari,1:14.130,3
8,11,Giancarlo Fisichella,FIS,Jordan Ford,1:14.191,3
9,3,Juan Pablo Montoya,MOY,Williams BMW,1:14.223,3
10,8,Fernando Alonso,ALO,Renault,1:14.384,3
11,17,Jenson Button,BUT,BAR Honda,1:14.504,3
12,9,Nick Heidfeld,HEI,Sauber Petronas,1:14.631,3
13,16,Jacques Villeneuve,VIL,BAR Honda,1:14.668,3
14,10,Heinz-Harald Frentzen,FRE,Sauber Petronas,1:14.839,3
15,20,Olivier Panis,PAN,Toyota,1:14.839,3
16,12,Ralph Firman,FIR,Jordan Ford,1:15.240,3
17,15,Antonio Pizzonia,PIZ,Jaguar Cosworth,1:15.317,3
18,21,Cristiano da Matta,DAM,Toyota,1:15.641,3
19,19,Jos Verstappen,VER,Minardi Cosworth,1:16.542,3
20,18,Justin Wilson,WIL,Minardi Cosworth,1:16.586,3
