Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Emerson Fittipaldi,FIT,McLaren Ford,32,1:24:37.060,9
2,11,Clay Regazzoni,REG,Ferrari,32,+13.570s,6
3,2,Jacky Ickx,ICK,Lotus Ford,31,+1 lap,4
4,18,Carlos Pace,PAC,Surtees Ford,31,+1 lap,3
5,33,Mike Hailwood,HAI,McLaren Ford,31,+1 lap,2
6,1,Ronnie Peterson,PET,Lotus Ford,31,+1 lap,1
7,7,Carlos Reutemann,REU,Brabham Ford,31,+1 lap,0
8,4,Patrick Depailler,DEP,Tyrrell Ford,31,+1 lap,0
9,24,James Hunt,HUN,March Ford,31,+1 lap,0
10,14,Jean-Pierre Beltoise,BEL,BRM,31,+1 lap,0
11,26,Graham Hill,HIL,Lola Ford,31,+1 lap,0
12,6,Denny Hulme,HUL,McLaren Ford,31,+1 lap,0
13,3,Jody Scheckter,SCH,Tyrrell Ford,31,+1 lap,0
14,15,Henri Pescarolo,PES,BRM,30,+2 laps,0
15,8,Richard Robarts,ROB,Brabham Ford,30,+2 laps,0
16,37,Francois Migault,MIG,BRM,30,+2 laps,0
17,19,Jochen Mass,MAS,Surtees Ford,30,+2 laps,0
NC,28,John Watson,WAT,Brabham Ford,27,DNF,0
NC,9,Hans-Joachim Stuck,STU,March Ford,24,DNF,0
NC,17,Jean-Pierre Jarier,JAR,Shadow Ford,22,DNF,0
NC,20,Arturo Merzario,MER,Iso Marlboro Ford,20,DNF,0
NC,16,Peter Revson,REV,Shadow Ford,11,DNF,0
NC,10,Howden Ganley,GAN,March Ford,9,DNF,0
NC,27,Guy Edwards,EDW,Lola Ford,3,DNF,0
NC,12,Niki Lauda,LAU,Ferrari,3,DNF,0
