Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,20,Jody Scheckter,SCH,Wolf Ford,80,1:40:00.000,9
2,4,Patrick Depailler,DEP,Tyrrell Ford,80,+6.770s,6
3,2,Jochen Mass,MAS,McLaren Ford,80,+15.760s,4
4,17,Alan Jones,JON,Shadow Ford,80,+46.690s,3
5,23,Patrick Tambay,TAM,Ensign Ford,80,+63.260s,2
6,19,Vittorio Brambilla,BRA,Surtees Ford,78,DNF,1
7,14,Danny Ongais,ONG,Penske Ford,78,+2 laps,0
8,9,Alex Ribeiro,RIB,March Ford,78,+2 laps,0
9,5,Mario Andretti,AND,Lotus Ford,77,DNF,0
10,16,Riccardo Patrese,PAT,Shadow Ford,76,DNF,0
11,30,Brett Lunger,LUN,McLaren Ford,76,DNF,0
12,21,Gilles Villeneuve,VIL,Ferrari,76,DNF,0
NC,1,James Hunt,HUN,McLaren Ford,61,DNF,0
NC,27,Patrick Neve,NEV,March Ford,56,DNF,0
NC,3,Ronnie Peterson,PET,Tyrrell Ford,34,DNF,0
NC,24,Rupert Keegan,KEE,Hesketh Ford,32,DNF,0
NC,18,Hans Binder,BIN,Surtees Ford,31,DNF,0
NC,28,Emerson Fittipaldi,FIT,Fittipaldi Ford,29,DNF,0
NC,10,Ian Scheckter,SCH,March Ford,29,DNF,0
NC,12,Carlos Reutemann,REU,Ferrari,20,DNF,0
NC,8,Hans-Joachim Stuck,STU,Brabham Alfa Romeo,19,DNF,0
NC,6,Gunnar Nilsson,NIL,Lotus Ford,17,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Matra,12,DNF,0
NC,7,John Watson,WAT,Brabham Alfa Romeo,1,DNF,0
NC,22,Clay Regazzoni,REG,Ensign Ford,0,DNF,0
